id,dst_ip,src_ip,proto,count,port,flag,type,length,attack
174,1,0,6,1,1,2,-1,-1,0
175,1,0,6,89,1,2,-1,-1,2
176,1,0,6,15,1,2,-1,-1,0
177,1,0,6,7,1,2,-1,-1,0
178,1,0,6,10,1,2,-1,-1,0
179,1,0,6,15,1,2,-1,-1,0
180,1,0,6,11,1,2,-1,-1,0
181,1,0,6,17,1,2,-1,-1,0
182,1,0,6,21,1,2,-1,-1,2
183,1,0,6,20,1,2,-1,-1,0
184,1,0,6,22,1,2,-1,-1,2
185,1,0,6,21,1,2,-1,-1,2
186,1,0,6,23,1,2,-1,-1,2
187,1,0,6,30,1,2,-1,-1,2
188,1,0,6,31,1,2,-1,-1,2
189,1,0,6,34,1,2,-1,-1,2
190,1,0,6,31,1,2,-1,-1,2
191,1,0,6,40,1,2,-1,-1,2
192,1,0,6,45,1,2,-1,-1,2
193,1,0,6,40,1,2,-1,-1,2
194,1,0,6,41,1,2,-1,-1,2
195,1,0,6,40,1,2,-1,-1,2
196,1,0,6,50,1,2,-1,-1,2
197,1,0,6,50,1,2,-1,-1,2
198,1,0,6,60,1,2,-1,-1,2
199,1,0,6,60,1,2,-1,-1,2
200,1,0,6,70,1,2,-1,-1,2
201,1,0,6,77,1,2,-1,-1,2
202,1,0,6,70,1,2,-1,-1,2
203,1,0,6,80,1,2,-1,-1,2
204,1,0,6,80,1,2,-1,-1,2
205,1,0,6,90,1,2,-1,-1,2
206,1,0,6,96,1,2,-1,-1,2
207,1,0,6,90,1,2,-1,-1,2
208,1,0,6,98,1,2,-1,-1,2
209,1,0,6,1,1,2,-1,-1,0
210,1,0,6,71,1,2,-1,-1,2
211,1,0,6,11,1,2,-1,-1,0
212,1,0,6,10,1,2,-1,-1,0
213,1,0,6,15,1,2,-1,-1,0
214,1,0,6,15,1,2,-1,-1,0
215,1,0,6,17,1,2,-1,-1,0
216,1,0,6,17,1,2,-1,-1,0
217,1,0,6,10,1,2,-1,-1,0
218,1,0,6,11,1,2,-1,-1,0
219,1,0,6,11,1,2,-1,-1,0
220,1,0,6,11,1,2,-1,-1,0
221,1,0,6,20,1,2,-1,-1,0
222,1,0,6,21,1,2,-1,-1,2
223,1,0,6,21,1,2,-1,-1,2
224,1,0,6,30,1,2,-1,-1,2
225,1,0,6,30,1,2,-1,-1,2
226,1,0,6,30,1,2,-1,-1,2
227,1,0,6,30,1,2,-1,-1,2
228,1,0,6,35,1,2,-1,-1,2
229,1,0,6,38,1,2,-1,-1,2
230,1,0,6,35,1,2,-1,-1,2
231,1,0,6,30,1,2,-1,-1,2
232,1,0,6,34,1,2,-1,-1,2
233,1,0,6,39,1,2,-1,-1,2
234,1,0,6,35,1,2,-1,-1,2
235,1,0,6,34,1,2,-1,-1,2
236,1,0,6,34,1,2,-1,-1,2
237,1,0,6,40,1,2,-1,-1,2
238,1,0,6,40,1,2,-1,-1,2
239,1,0,6,40,1,2,-1,-1,2
240,1,0,6,40,1,2,-1,-1,2
241,1,0,6,40,1,2,-1,-1,2
242,1,0,6,49,1,2,-1,-1,2
243,1,0,6,50,1,2,-1,-1,2
244,1,0,6,51,1,2,-1,-1,2
245,1,0,6,50,1,2,-1,-1,2
246,1,0,6,50,1,2,-1,-1,2
247,1,0,6,52,1,2,-1,-1,2
248,1,0,6,53,1,2,-1,-1,2
249,1,0,6,51,1,2,-1,-1,2
250,1,0,6,50,1,2,-1,-1,2
251,1,0,6,57,1,2,-1,-1,2
252,1,0,6,59,1,2,-1,-1,2
253,1,0,6,60,1,2,-1,-1,2
254,1,0,6,60,1,2,-1,-1,2
255,1,0,6,64,1,2,-1,-1,2
256,1,0,6,60,1,2,-1,-1,2
257,1,0,6,69,1,2,-1,-1,2
258,1,0,6,68,1,2,-1,-1,2
259,1,0,6,69,1,2,-1,-1,2
260,1,0,6,70,1,2,-1,-1,2
261,1,0,6,79,1,2,-1,-1,2
262,1,0,6,79,1,2,-1,-1,2
263,1,0,6,88,1,2,-1,-1,2
264,1,0,6,89,1,2,-1,-1,2
265,1,0,6,89,1,2,-1,-1,2
266,1,0,6,98,1,2,-1,-1,2
267,1,0,6,1,1,2,-1,-1,0
268,1,0,6,2,1,2,-1,-1,0
269,1,0,6,1,1,2,-1,-1,0
270,1,0,6,1,1,2,-1,-1,0
271,1,0,6,4,1,2,-1,-1,0
272,1,0,6,5,1,2,-1,-1,0
273,1,0,6,11,1,2,-1,-1,0
274,1,0,6,11,1,2,-1,-1,0
275,1,0,6,20,1,2,-1,-1,0
276,1,0,6,20,1,2,-1,-1,0
277,1,0,6,20,1,2,-1,-1,0
278,1,0,6,21,1,2,-1,-1,2
279,1,0,6,30,1,2,-1,-1,2
280,1,0,6,30,1,2,-1,-1,2
281,1,0,6,30,1,2,-1,-1,2
282,1,0,6,29,1,2,-1,-1,2
283,1,0,6,274,1,2,-1,-1,2
284,1,0,6,339,1,2,-1,-1,2
285,1,0,6,338,1,2,-1,-1,2
286,1,0,6,338,1,2,-1,-1,2
287,1,0,6,327,1,2,-1,-1,2
288,1,0,6,335,1,2,-1,-1,2
289,1,0,6,339,1,2,-1,-1,2
290,1,0,6,323,1,2,-1,-1,2
291,1,0,6,348,1,2,-1,-1,2
292,1,0,6,347,1,2,-1,-1,2
293,1,0,6,34,1,2,-1,-1,2
294,1,0,6,50,1,2,-1,-1,2
295,1,0,6,59,1,2,-1,-1,2
296,1,0,6,60,1,2,-1,-1,2
297,1,0,6,64,1,2,-1,-1,2
298,1,0,6,60,1,2,-1,-1,2
299,1,0,6,68,1,2,-1,-1,2
300,1,0,6,69,1,2,-1,-1,2
301,1,0,6,76,1,2,-1,-1,2
302,1,0,6,70,1,2,-1,-1,2
303,1,0,6,69,1,2,-1,-1,2
304,1,0,6,77,1,2,-1,-1,2
305,1,0,6,79,1,2,-1,-1,2
306,1,0,6,86,1,2,-1,-1,2
307,1,0,6,80,1,2,-1,-1,2
308,1,0,6,88,1,2,-1,-1,2
309,1,0,6,84,1,2,-1,-1,2
310,1,0,6,89,1,2,-1,-1,2
311,1,0,6,90,1,2,-1,-1,2
312,1,0,6,98,1,2,-1,-1,2
313,1,0,6,1,1,2,-1,-1,0
314,1,0,6,1,1,2,-1,-1,0
315,1,0,6,3,1,2,-1,-1,0
316,1,0,6,12,1,2,-1,-1,0
317,1,0,6,22,1,2,-1,-1,2
318,1,0,6,22,1,2,-1,-1,2
319,1,0,6,28,1,2,-1,-1,2
320,1,0,6,23,1,2,-1,-1,2
321,1,0,6,22,1,2,-1,-1,2
322,1,0,6,22,1,2,-1,-1,2
323,1,0,6,26,1,2,-1,-1,2
324,1,0,6,32,1,2,-1,-1,2
325,1,0,6,31,1,2,-1,-1,2
326,1,0,6,39,1,2,-1,-1,2
327,1,0,6,42,1,2,-1,-1,2
328,1,0,6,42,1,2,-1,-1,2
329,1,0,6,42,1,2,-1,-1,2
330,1,0,6,42,1,2,-1,-1,2
331,1,0,6,39,1,2,-1,-1,2
332,1,0,6,40,1,2,-1,-1,2
333,1,0,6,33,1,2,-1,-1,2
334,1,0,6,43,1,2,-1,-1,2
335,1,0,6,45,1,2,-1,-1,2
336,1,0,6,42,1,2,-1,-1,2
337,1,0,6,45,1,2,-1,-1,2
338,1,0,6,43,1,2,-1,-1,2
339,1,0,6,43,1,2,-1,-1,2
340,1,0,6,44,1,2,-1,-1,2
341,1,0,6,48,1,2,-1,-1,2
342,1,0,6,53,1,2,-1,-1,2
343,1,0,6,54,1,2,-1,-1,2
344,1,0,6,53,1,2,-1,-1,2
345,1,0,6,54,1,2,-1,-1,2
346,1,0,6,55,1,2,-1,-1,2
347,1,0,6,59,1,2,-1,-1,2
348,1,0,6,61,1,2,-1,-1,2
349,1,0,6,58,1,2,-1,-1,2
350,1,0,6,54,1,2,-1,-1,2
351,1,0,6,55,1,2,-1,-1,2
352,1,0,6,57,1,2,-1,-1,2
353,1,0,6,64,1,2,-1,-1,2
354,1,0,6,65,1,2,-1,-1,2
355,1,0,6,63,1,2,-1,-1,2
356,1,0,6,69,1,2,-1,-1,2
357,1,0,6,75,1,2,-1,-1,2
358,1,0,6,75,1,2,-1,-1,2
359,1,0,6,78,1,2,-1,-1,2
360,1,0,6,85,1,2,-1,-1,2
361,1,0,6,95,1,2,-1,-1,2
362,1,0,6,87,1,2,-1,-1,2
363,1,0,6,88,1,2,-1,-1,2
364,1,0,6,96,1,2,-1,-1,2
365,1,0,6,96,1,2,-1,-1,2
366,1,0,6,98,1,2,-1,-1,2
367,1,0,6,97,1,2,-1,-1,2
368,1,0,6,95,1,2,-1,-1,2
369,1,0,6,97,1,2,-1,-1,2
370,1,0,6,98,1,2,-1,-1,2
371,1,0,6,106,1,2,-1,-1,2
372,1,0,6,1,1,2,-1,-1,0
373,1,0,6,2,1,2,-1,-1,0
374,1,0,6,7,1,2,-1,-1,0
375,1,0,6,1,1,2,-1,-1,0
376,1,0,6,11,1,2,-1,-1,0
377,1,0,6,12,1,2,-1,-1,0
378,1,0,6,15,1,2,-1,-1,0
379,1,0,6,20,1,2,-1,-1,0
380,1,0,6,18,1,2,-1,-1,0
381,1,0,6,20,1,2,-1,-1,0
382,1,0,6,22,1,2,-1,-1,2
383,1,0,6,22,1,2,-1,-1,2
384,1,0,6,25,1,2,-1,-1,2
385,1,0,6,25,1,2,-1,-1,2
386,1,0,6,29,1,2,-1,-1,2
387,1,0,6,25,1,2,-1,-1,2
388,1,0,6,23,1,2,-1,-1,2
389,1,0,6,25,1,2,-1,-1,2
390,1,0,6,25,1,2,-1,-1,2
391,1,0,6,32,1,2,-1,-1,2
392,1,0,6,32,1,2,-1,-1,2
393,1,0,6,32,1,2,-1,-1,2
394,1,0,6,38,1,2,-1,-1,2
395,1,0,6,43,1,2,-1,-1,2
396,1,0,6,18,1,2,-1,-1,0
397,1,0,6,56,1,2,-1,-1,2
398,1,0,6,68,1,2,-1,-1,2
399,1,0,6,67,1,2,-1,-1,2
400,1,0,6,76,1,2,-1,-1,2
401,1,0,6,75,1,2,-1,-1,2
402,1,0,6,73,1,2,-1,-1,2
403,1,0,6,70,1,2,-1,-1,2
404,1,0,6,71,1,2,-1,-1,2
405,1,0,6,70,1,2,-1,-1,2
406,1,0,6,75,1,2,-1,-1,2
407,1,0,6,79,1,2,-1,-1,2
408,1,0,6,79,1,2,-1,-1,2
409,1,0,6,77,1,2,-1,-1,2
410,1,0,6,78,1,2,-1,-1,2
411,1,0,6,78,1,2,-1,-1,2
412,1,0,6,84,1,2,-1,-1,2
413,1,0,6,79,1,2,-1,-1,2
414,1,0,6,80,1,2,-1,-1,2
415,1,0,6,80,1,2,-1,-1,2
416,1,0,6,81,1,2,-1,-1,2
417,1,0,6,89,1,2,-1,-1,2
418,1,0,6,94,1,2,-1,-1,2
419,1,0,6,90,1,2,-1,-1,2
420,1,0,6,91,1,2,-1,-1,2
421,1,0,6,95,1,2,-1,-1,2
422,1,0,6,89,1,2,-1,-1,2
423,1,0,6,101,1,2,-1,-1,2
424,1,0,6,101,1,2,-1,-1,2
425,1,0,6,101,1,2,-1,-1,2
426,1,0,6,101,1,2,-1,-1,2
427,1,0,6,108,1,2,-1,-1,2
428,1,0,6,111,1,2,-1,-1,2
429,1,0,6,100,1,2,-1,-1,2
430,1,0,6,110,1,2,-1,-1,2
431,1,0,6,1,1,2,-1,-1,0
432,1,0,6,1,1,2,-1,-1,0
433,1,0,6,3,1,2,-1,-1,0
434,1,0,6,7,1,2,-1,-1,0
435,1,0,6,11,1,2,-1,-1,0
436,1,0,6,1,1,2,-1,-1,0
